token,order,order_within_block,order_n,integ_d,none_d,cond,task,final_value,true_value,abs_diff,abs_diff_ratio,slide_count
8pc2jayevsurlbv525vvg3nmiy8eh6wkfu6davgzjdaw2ep14i,integ_first,3,3,1,0,integ,task1,65,60.121,4.879,0.081153008,6
8pc2jayevsurlbv525vvg3nmiy8eh6wkfu6davgzjdaw2ep14i,integ_first,4,4,1,0,integ,task12,4.1,3.3,0.8,0.242424242,17
8pc2jayevsurlbv525vvg3nmiy8eh6wkfu6davgzjdaw2ep14i,integ_first,5,5,1,0,integ,task9,4.6,3.2,1.4,0.4375,6
8pc2jayevsurlbv525vvg3nmiy8eh6wkfu6davgzjdaw2ep14i,integ_first,6,6,1,0,integ,task6,175,215,40,0.186046512,10
8pc2jayevsurlbv525vvg3nmiy8eh6wkfu6davgzjdaw2ep14i,integ_first,7,7,1,0,integ,task7,4,2.8,1.2,0.428571429,4
8pc2jayevsurlbv525vvg3nmiy8eh6wkfu6davgzjdaw2ep14i,integ_first,8,8,1,0,integ,task2,149,227.429,78.429,0.344850481,2
jhfncleuw5f1epkrfrvc,integ_first,1,9,0,1,none,task5,704,580,124,0.213793103,1
jhfncleuw5f1epkrfrvc,integ_first,2,10,0,1,none,task12,4,3.3,0.7,0.212121212,2
jhfncleuw5f1epkrfrvc,integ_first,3,11,0,1,none,task6,305,215,90,0.418604651,1
jhfncleuw5f1epkrfrvc,integ_first,4,12,0,1,none,task9,3.5,3.2,0.3,0.09375,1
jhfncleuw5f1epkrfrvc,integ_first,5,13,0,1,none,task2,110,227.429,117.429,0.51633257,1
jhfncleuw5f1epkrfrvc,integ_first,6,14,0,1,none,task1,20,60.121,40.121,0.667337536,1
jhfncleuw5f1epkrfrvc,integ_first,7,15,0,1,none,task11,4.2,3.8,0.4,0.105263158,2
jhfncleuw5f1epkrfrvc,integ_first,8,16,0,1,none,task7,2.5,2.8,0.3,0.107142857,1
jhfncleuw5f1epkrfrvc,integ_first,1,1,1,0,integ,task7,2.8,2.8,0,0,4
jhfncleuw5f1epkrfrvc,integ_first,2,2,1,0,integ,task5,400,580,180,0.310344828,6
jhfncleuw5f1epkrfrvc,integ_first,3,3,1,0,integ,task11,4,3.8,0.2,0.052631579,3
jhfncleuw5f1epkrfrvc,integ_first,4,4,1,0,integ,task12,3.9,3.3,0.6,0.181818182,4
jhfncleuw5f1epkrfrvc,integ_first,5,5,1,0,integ,task6,200,215,15,0.069767442,2
jhfncleuw5f1epkrfrvc,integ_first,6,6,1,0,integ,task9,3.6,3.2,0.4,0.125,3
jhfncleuw5f1epkrfrvc,integ_first,7,7,1,0,integ,task2,93,227.429,134.429,0.591081173,4
jhfncleuw5f1epkrfrvc,integ_first,8,8,1,0,integ,task1,55,60.121,5.121,0.085178224,3
wthurlp2i0su2gsygan8s,integ_first,1,9,0,1,none,task6,184,215,31,0.144186047,1
wthurlp2i0su2gsygan8s,integ_first,2,10,0,1,none,task12,3.5,3.3,0.2,0.060606061,1
wthurlp2i0su2gsygan8s,integ_first,3,11,0,1,none,task1,61,60.121,0.879,0.014620515,1
wthurlp2i0su2gsygan8s,integ_first,4,12,0,1,none,task5,401,580,179,0.30862069,1
wthurlp2i0su2gsygan8s,integ_first,5,13,0,1,none,task7,3.7,2.8,0.9,0.321428571,1
wthurlp2i0su2gsygan8s,integ_first,6,14,0,1,none,task9,3.5,3.2,0.3,0.09375,1
wthurlp2i0su2gsygan8s,integ_first,7,15,0,1,none,task11,4,3.8,0.2,0.052631579,1
wthurlp2i0su2gsygan8s,integ_first,8,16,0,1,none,task2,151,227.429,76.429,0.336056528,1
wthurlp2i0su2gsygan8s,integ_first,1,1,1,0,integ,task7,3,2.8,0.2,0.071428571,2
wthurlp2i0su2gsygan8s,integ_first,2,2,1,0,integ,task1,85,60.121,24.879,0.413815472,3
wthurlp2i0su2gsygan8s,integ_first,3,3,1,0,integ,task5,390,580,190,0.327586207,2
wthurlp2i0su2gsygan8s,integ_first,4,4,1,0,integ,task6,207,215,8,0.037209302,2
wthurlp2i0su2gsygan8s,integ_first,5,5,1,0,integ,task11,4.8,3.8,1,0.263157895,2
wthurlp2i0su2gsygan8s,integ_first,6,6,1,0,integ,task9,3.6,3.2,0.4,0.125,2
wthurlp2i0su2gsygan8s,integ_first,7,7,1,0,integ,task2,220,227.429,7.429,0.032665139,2
wthurlp2i0su2gsygan8s,integ_first,8,8,1,0,integ,task12,3.6,3.3,0.3,0.090909091,2
eoc2epbmpoeh7xq2ihnh035wmiorahtbcx2vxvmxqfwdtgwrk9,integ_first,1,9,0,1,none,task1,19,60.121,41.121,0.683970659,1
eoc2epbmpoeh7xq2ihnh035wmiorahtbcx2vxvmxqfwdtgwrk9,integ_first,2,10,0,1,none,task6,126,215,89,0.413953488,1
eoc2epbmpoeh7xq2ihnh035wmiorahtbcx2vxvmxqfwdtgwrk9,integ_first,3,11,0,1,none,task12,3.3,3.3,0,0,2
eoc2epbmpoeh7xq2ihnh035wmiorahtbcx2vxvmxqfwdtgwrk9,integ_first,4,12,0,1,none,task5,696,580,116,0.2,1
eoc2epbmpoeh7xq2ihnh035wmiorahtbcx2vxvmxqfwdtgwrk9,integ_first,5,13,0,1,none,task7,3.4,2.8,0.6,0.214285714,1
eoc2epbmpoeh7xq2ihnh035wmiorahtbcx2vxvmxqfwdtgwrk9,integ_first,6,14,0,1,none,task9,4.8,3.2,1.6,0.5,2
eoc2epbmpoeh7xq2ihnh035wmiorahtbcx2vxvmxqfwdtgwrk9,integ_first,7,15,0,1,none,task11,3.5,3.8,0.3,0.078947368,1
eoc2epbmpoeh7xq2ihnh035wmiorahtbcx2vxvmxqfwdtgwrk9,integ_first,8,16,0,1,none,task2,44,227.429,183.429,0.806533028,1
eoc2epbmpoeh7xq2ihnh035wmiorahtbcx2vxvmxqfwdtgwrk9,integ_first,1,1,1,0,integ,task12,3,3.3,0.3,0.090909091,2
eoc2epbmpoeh7xq2ihnh035wmiorahtbcx2vxvmxqfwdtgwrk9,integ_first,2,2,1,0,integ,task7,3.9,2.8,1.1,0.392857143,2
eoc2epbmpoeh7xq2ihnh035wmiorahtbcx2vxvmxqfwdtgwrk9,integ_first,3,3,1,0,integ,task5,651,580,71,0.122413793,2
eoc2epbmpoeh7xq2ihnh035wmiorahtbcx2vxvmxqfwdtgwrk9,integ_first,4,4,1,0,integ,task11,3.2,3.8,0.6,0.157894737,2
eoc2epbmpoeh7xq2ihnh035wmiorahtbcx2vxvmxqfwdtgwrk9,integ_first,5,5,1,0,integ,task6,222,215,7,0.03255814,2
eoc2epbmpoeh7xq2ihnh035wmiorahtbcx2vxvmxqfwdtgwrk9,integ_first,6,6,1,0,integ,task2,77,227.429,150.429,0.661432799,2
eoc2epbmpoeh7xq2ihnh035wmiorahtbcx2vxvmxqfwdtgwrk9,integ_first,7,7,1,0,integ,task1,36,60.121,24.121,0.401207565,3
eoc2epbmpoeh7xq2ihnh035wmiorahtbcx2vxvmxqfwdtgwrk9,integ_first,8,8,1,0,integ,task9,2.9,3.2,0.3,0.09375,3
7b3zle6q2ecx9krip9qjdzpvij4y5fym1rmxzjln53w6ei2j4i,integ_first,1,9,0,1,none,task11,4.6,3.8,0.8,0.210526316,1
7b3zle6q2ecx9krip9qjdzpvij4y5fym1rmxzjln53w6ei2j4i,integ_first,2,10,0,1,none,task12,4.7,3.3,1.4,0.424242424,1
7b3zle6q2ecx9krip9qjdzpvij4y5fym1rmxzjln53w6ei2j4i,integ_first,3,11,0,1,none,task7,4.8,2.8,2,0.714285714,1
7b3zle6q2ecx9krip9qjdzpvij4y5fym1rmxzjln53w6ei2j4i,integ_first,4,12,0,1,none,task1,52,60.121,8.121,0.135077594,1
7b3zle6q2ecx9krip9qjdzpvij4y5fym1rmxzjln53w6ei2j4i,integ_first,5,13,0,1,none,task6,105,215,110,0.511627907,3
7b3zle6q2ecx9krip9qjdzpvij4y5fym1rmxzjln53w6ei2j4i,integ_first,6,14,0,1,none,task2,95,227.429,132.429,0.582287219,1
7b3zle6q2ecx9krip9qjdzpvij4y5fym1rmxzjln53w6ei2j4i,integ_first,7,15,0,1,none,task9,3.7,3.2,0.5,0.15625,1
7b3zle6q2ecx9krip9qjdzpvij4y5fym1rmxzjln53w6ei2j4i,integ_first,8,16,0,1,none,task5,1037,580,457,0.787931034,1
7b3zle6q2ecx9krip9qjdzpvij4y5fym1rmxzjln53w6ei2j4i,integ_first,1,1,1,0,integ,task12,4.7,3.3,1.4,0.424242424,2
7b3zle6q2ecx9krip9qjdzpvij4y5fym1rmxzjln53w6ei2j4i,integ_first,2,2,1,0,integ,task1,72,60.121,11.879,0.197584871,2
7b3zle6q2ecx9krip9qjdzpvij4y5fym1rmxzjln53w6ei2j4i,integ_first,3,3,1,0,integ,task2,70,227.429,157.429,0.692211635,2
7b3zle6q2ecx9krip9qjdzpvij4y5fym1rmxzjln53w6ei2j4i,integ_first,4,4,1,0,integ,task9,4.1,3.2,0.9,0.28125,2
7b3zle6q2ecx9krip9qjdzpvij4y5fym1rmxzjln53w6ei2j4i,integ_first,5,5,1,0,integ,task7,1.6,2.8,1.2,0.428571429,3
7b3zle6q2ecx9krip9qjdzpvij4y5fym1rmxzjln53w6ei2j4i,integ_first,6,6,1,0,integ,task11,3.8,3.8,0,0,2
7b3zle6q2ecx9krip9qjdzpvij4y5fym1rmxzjln53w6ei2j4i,integ_first,7,7,1,0,integ,task6,208,215,7,0.03255814,2
7b3zle6q2ecx9krip9qjdzpvij4y5fym1rmxzjln53w6ei2j4i,integ_first,8,8,1,0,integ,task5,872,580,292,0.503448276,4
jh59fyecv8tguiqxwt6ml8fa,integ_first,1,9,0,1,none,task5,595,580,15,0.025862069,3
jh59fyecv8tguiqxwt6ml8fa,integ_first,2,10,0,1,none,task2,248,227.429,20.571,0.090450206,1
jh59fyecv8tguiqxwt6ml8fa,integ_first,3,11,0,1,none,task12,4.4,3.3,1.1,0.333333333,1
jh59fyecv8tguiqxwt6ml8fa,integ_first,4,12,0,1,none,task6,157,215,58,0.269767442,1
jh59fyecv8tguiqxwt6ml8fa,integ_first,5,13,0,1,none,task7,5.5,2.8,2.7,0.964285714,1
jh59fyecv8tguiqxwt6ml8fa,integ_first,6,14,0,1,none,task11,4.5,3.8,0.7,0.184210526,1
jh59fyecv8tguiqxwt6ml8fa,integ_first,7,15,0,1,none,task9,4.5,3.2,1.3,0.40625,1
jh59fyecv8tguiqxwt6ml8fa,integ_first,8,16,0,1,none,task1,29,60.121,31.121,0.517639427,1
jh59fyecv8tguiqxwt6ml8fa,integ_first,1,1,1,0,integ,task1,34,60.121,26.121,0.434473811,2
jh59fyecv8tguiqxwt6ml8fa,integ_first,2,2,1,0,integ,task11,5.4,3.8,1.6,0.421052632,2
jh59fyecv8tguiqxwt6ml8fa,integ_first,3,3,1,0,integ,task12,3.9,3.3,0.6,0.181818182,2
jh59fyecv8tguiqxwt6ml8fa,integ_first,4,4,1,0,integ,task9,4.4,3.2,1.2,0.375,2
jh59fyecv8tguiqxwt6ml8fa,integ_first,5,5,1,0,integ,task7,5.5,2.8,2.7,0.964285714,2
jh59fyecv8tguiqxwt6ml8fa,integ_first,6,6,1,0,integ,task2,78,227.429,149.429,0.657035822,2
jh59fyecv8tguiqxwt6ml8fa,integ_first,7,7,1,0,integ,task6,152,215,63,0.293023256,2
jh59fyecv8tguiqxwt6ml8fa,integ_first,8,8,1,0,integ,task5,189,580,391,0.674137931,2
0t5apa8fmietu3i4vixdcs1yvi6b3g2xtz0cfnw0f5x535kit3xr,integ_first,1,9,0,1,none,task5,759,580,179,0.30862069,2
0t5apa8fmietu3i4vixdcs1yvi6b3g2xtz0cfnw0f5x535kit3xr,integ_first,2,10,0,1,none,task2,124,227.429,103.429,0.454774897,1
0t5apa8fmietu3i4vixdcs1yvi6b3g2xtz0cfnw0f5x535kit3xr,integ_first,3,11,0,1,none,task11,5.6,3.8,1.8,0.473684211,1
0t5apa8fmietu3i4vixdcs1yvi6b3g2xtz0cfnw0f5x535kit3xr,integ_first,4,12,0,1,none,task1,62,60.121,1.879,0.031253638,1
0t5apa8fmietu3i4vixdcs1yvi6b3g2xtz0cfnw0f5x535kit3xr,integ_first,5,13,0,1,none,task9,2.4,3.2,0.8,0.25,1
0t5apa8fmietu3i4vixdcs1yvi6b3g2xtz0cfnw0f5x535kit3xr,integ_first,6,14,0,1,none,task6,65,215,150,0.697674419,1
0t5apa8fmietu3i4vixdcs1yvi6b3g2xtz0cfnw0f5x535kit3xr,integ_first,7,15,0,1,none,task7,5.7,2.8,2.9,1.035714286,1
0t5apa8fmietu3i4vixdcs1yvi6b3g2xtz0cfnw0f5x535kit3xr,integ_first,8,16,0,1,none,task12,3.8,3.3,0.5,0.151515152,1
0t5apa8fmietu3i4vixdcs1yvi6b3g2xtz0cfnw0f5x535kit3xr,integ_first,1,1,1,0,integ,task7,5,2.8,2.2,0.785714286,4
0t5apa8fmietu3i4vixdcs1yvi6b3g2xtz0cfnw0f5x535kit3xr,integ_first,2,2,1,0,integ,task6,113,215,102,0.474418605,2
0t5apa8fmietu3i4vixdcs1yvi6b3g2xtz0cfnw0f5x535kit3xr,integ_first,3,3,1,0,integ,task9,2.6,3.2,0.6,0.1875,2
0t5apa8fmietu3i4vixdcs1yvi6b3g2xtz0cfnw0f5x535kit3xr,integ_first,4,4,1,0,integ,task1,27,60.121,33.121,0.550905674,2
0t5apa8fmietu3i4vixdcs1yvi6b3g2xtz0cfnw0f5x535kit3xr,integ_first,5,5,1,0,integ,task5,682,580,102,0.175862069,2
0t5apa8fmietu3i4vixdcs1yvi6b3g2xtz0cfnw0f5x535kit3xr,integ_first,6,6,1,0,integ,task2,166,227.429,61.429,0.270101878,2
0t5apa8fmietu3i4vixdcs1yvi6b3g2xtz0cfnw0f5x535kit3xr,integ_first,7,7,1,0,integ,task12,3.6,3.3,0.3,0.090909091,2
0t5apa8fmietu3i4vixdcs1yvi6b3g2xtz0cfnw0f5x535kit3xr,integ_first,8,8,1,0,integ,task11,6.1,3.8,2.3,0.605263158,2
fako6kdrb4fmx2foinz0n3ik98n2c4fe2m3xdm6xi4b0ozuxr,integ_first,1,9,0,1,none,task9,6.1,3.2,2.9,0.90625,1
fako6kdrb4fmx2foinz0n3ik98n2c4fe2m3xdm6xi4b0ozuxr,integ_first,2,10,0,1,none,task2,190,227.429,37.429,0.164574439,1
fako6kdrb4fmx2foinz0n3ik98n2c4fe2m3xdm6xi4b0ozuxr,integ_first,3,11,0,1,none,task5,443,580,137,0.236206897,1
fako6kdrb4fmx2foinz0n3ik98n2c4fe2m3xdm6xi4b0ozuxr,integ_first,4,12,0,1,none,task12,3.6,3.3,0.3,0.090909091,1
fako6kdrb4fmx2foinz0n3ik98n2c4fe2m3xdm6xi4b0ozuxr,integ_first,5,13,0,1,none,task1,49,60.121,11.121,0.184976963,2
fako6kdrb4fmx2foinz0n3ik98n2c4fe2m3xdm6xi4b0ozuxr,integ_first,6,14,0,1,none,task11,5,3.8,1.2,0.315789474,1
fako6kdrb4fmx2foinz0n3ik98n2c4fe2m3xdm6xi4b0ozuxr,integ_first,7,15,0,1,none,task7,3.2,2.8,0.4,0.142857143,1
fako6kdrb4fmx2foinz0n3ik98n2c4fe2m3xdm6xi4b0ozuxr,integ_first,8,16,0,1,none,task6,92,215,123,0.572093023,1
fako6kdrb4fmx2foinz0n3ik98n2c4fe2m3xdm6xi4b0ozuxr,integ_first,1,1,1,0,integ,task12,3.5,3.3,0.2,0.060606061,2
fako6kdrb4fmx2foinz0n3ik98n2c4fe2m3xdm6xi4b0ozuxr,integ_first,2,2,1,0,integ,task9,3.6,3.2,0.4,0.125,2
fako6kdrb4fmx2foinz0n3ik98n2c4fe2m3xdm6xi4b0ozuxr,integ_first,3,3,1,0,integ,task1,74,60.121,13.879,0.230851117,3
fako6kdrb4fmx2foinz0n3ik98n2c4fe2m3xdm6xi4b0ozuxr,integ_first,4,4,1,0,integ,task2,387,227.429,159.571,0.701629959,2
fako6kdrb4fmx2foinz0n3ik98n2c4fe2m3xdm6xi4b0ozuxr,integ_first,5,5,1,0,integ,task6,185,215,30,0.139534884,2
fako6kdrb4fmx2foinz0n3ik98n2c4fe2m3xdm6xi4b0ozuxr,integ_first,6,6,1,0,integ,task5,546,580,34,0.05862069,2
fako6kdrb4fmx2foinz0n3ik98n2c4fe2m3xdm6xi4b0ozuxr,integ_first,7,7,1,0,integ,task11,3.8,3.8,0,0,2
fako6kdrb4fmx2foinz0n3ik98n2c4fe2m3xdm6xi4b0ozuxr,integ_first,8,8,1,0,integ,task7,2.4,2.8,0.4,0.142857143,2
qd2s1rwej1p4pohlngmk7qframwj0fwv6vdcpwfx5he5c23xr,integ_first,1,9,0,1,none,task9,6,3.2,2.8,0.875,1
qd2s1rwej1p4pohlngmk7qframwj0fwv6vdcpwfx5he5c23xr,integ_first,2,10,0,1,none,task5,554,580,26,0.044827586,2
qd2s1rwej1p4pohlngmk7qframwj0fwv6vdcpwfx5he5c23xr,integ_first,3,11,0,1,none,task7,4,2.8,1.2,0.428571429,1
qd2s1rwej1p4pohlngmk7qframwj0fwv6vdcpwfx5he5c23xr,integ_first,4,12,0,1,none,task2,260,227.429,32.571,0.143213926,1
qd2s1rwej1p4pohlngmk7qframwj0fwv6vdcpwfx5he5c23xr,integ_first,5,13,0,1,none,task12,4,3.3,0.7,0.212121212,1
qd2s1rwej1p4pohlngmk7qframwj0fwv6vdcpwfx5he5c23xr,integ_first,6,14,0,1,none,task11,6,3.8,2.2,0.578947368,1
qd2s1rwej1p4pohlngmk7qframwj0fwv6vdcpwfx5he5c23xr,integ_first,7,15,0,1,none,task6,405,215,190,0.88372093,1
qd2s1rwej1p4pohlngmk7qframwj0fwv6vdcpwfx5he5c23xr,integ_first,8,16,0,1,none,task1,60,60.121,0.121,0.002012608,1
qd2s1rwej1p4pohlngmk7qframwj0fwv6vdcpwfx5he5c23xr,integ_first,1,1,1,0,integ,task11,4.3,3.8,0.5,0.131578947,2
qd2s1rwej1p4pohlngmk7qframwj0fwv6vdcpwfx5he5c23xr,integ_first,2,2,1,0,integ,task5,539,580,41,0.070689655,2
qd2s1rwej1p4pohlngmk7qframwj0fwv6vdcpwfx5he5c23xr,integ_first,3,3,1,0,integ,task6,221,215,6,0.027906977,2
qd2s1rwej1p4pohlngmk7qframwj0fwv6vdcpwfx5he5c23xr,integ_first,4,4,1,0,integ,task12,3.5,3.3,0.2,0.060606061,2
qd2s1rwej1p4pohlngmk7qframwj0fwv6vdcpwfx5he5c23xr,integ_first,5,5,1,0,integ,task9,4.5,3.2,1.3,0.40625,2
qd2s1rwej1p4pohlngmk7qframwj0fwv6vdcpwfx5he5c23xr,integ_first,6,6,1,0,integ,task7,3.2,2.8,0.4,0.142857143,2
qd2s1rwej1p4pohlngmk7qframwj0fwv6vdcpwfx5he5c23xr,integ_first,7,7,1,0,integ,task1,35,60.121,25.121,0.417840688,2
qd2s1rwej1p4pohlngmk7qframwj0fwv6vdcpwfx5he5c23xr,integ_first,8,8,1,0,integ,task2,296,227.429,68.571,0.301505085,2
w6xm9ajxphtdfvzpp3c8fr2x371i6yf9g7rcg0jh59oogvi,integ_first,1,9,0,1,none,task11,4,3.8,0.2,0.052631579,1
w6xm9ajxphtdfvzpp3c8fr2x371i6yf9g7rcg0jh59oogvi,integ_first,2,10,0,1,none,task7,3.5,2.8,0.7,0.25,1
w6xm9ajxphtdfvzpp3c8fr2x371i6yf9g7rcg0jh59oogvi,integ_first,3,11,0,1,none,task5,500,580,80,0.137931034,2
w6xm9ajxphtdfvzpp3c8fr2x371i6yf9g7rcg0jh59oogvi,integ_first,4,12,0,1,none,task2,100,227.429,127.429,0.560302336,1
w6xm9ajxphtdfvzpp3c8fr2x371i6yf9g7rcg0jh59oogvi,integ_first,5,13,0,1,none,task1,40,60.121,20.121,0.334675072,1
w6xm9ajxphtdfvzpp3c8fr2x371i6yf9g7rcg0jh59oogvi,integ_first,6,14,0,1,none,task12,3.5,3.3,0.2,0.060606061,1
w6xm9ajxphtdfvzpp3c8fr2x371i6yf9g7rcg0jh59oogvi,integ_first,7,15,0,1,none,task9,3.1,3.2,0.1,0.03125,1
w6xm9ajxphtdfvzpp3c8fr2x371i6yf9g7rcg0jh59oogvi,integ_first,8,16,0,1,none,task6,200,215,15,0.069767442,1
w6xm9ajxphtdfvzpp3c8fr2x371i6yf9g7rcg0jh59oogvi,integ_first,1,1,1,0,integ,task1,102,60.121,41.879,0.696578567,3
w6xm9ajxphtdfvzpp3c8fr2x371i6yf9g7rcg0jh59oogvi,integ_first,2,2,1,0,integ,task12,3.6,3.3,0.3,0.090909091,2
w6xm9ajxphtdfvzpp3c8fr2x371i6yf9g7rcg0jh59oogvi,integ_first,3,3,1,0,integ,task11,4,3.8,0.2,0.052631579,2
w6xm9ajxphtdfvzpp3c8fr2x371i6yf9g7rcg0jh59oogvi,integ_first,4,4,1,0,integ,task6,177,215,38,0.176744186,2
w6xm9ajxphtdfvzpp3c8fr2x371i6yf9g7rcg0jh59oogvi,integ_first,5,5,1,0,integ,task5,316,580,264,0.455172414,2
w6xm9ajxphtdfvzpp3c8fr2x371i6yf9g7rcg0jh59oogvi,integ_first,6,6,1,0,integ,task2,127,227.429,100.429,0.441583967,2
w6xm9ajxphtdfvzpp3c8fr2x371i6yf9g7rcg0jh59oogvi,integ_first,7,7,1,0,integ,task7,3.1,2.8,0.3,0.107142857,2
w6xm9ajxphtdfvzpp3c8fr2x371i6yf9g7rcg0jh59oogvi,integ_first,8,8,1,0,integ,task9,3.3,3.2,0.1,0.03125,2
3a6ns7swug711tmuj7tk1yk3xr4tplugyij3lxvm0qiag42kpgb9,integ_first,1,9,0,1,none,task2,150,227.429,77.429,0.340453504,4
3a6ns7swug711tmuj7tk1yk3xr4tplugyij3lxvm0qiag42kpgb9,integ_first,2,10,0,1,none,task7,3,2.8,0.2,0.071428571,5
3a6ns7swug711tmuj7tk1yk3xr4tplugyij3lxvm0qiag42kpgb9,integ_first,3,11,0,1,none,task5,259,580,321,0.553448276,1
3a6ns7swug711tmuj7tk1yk3xr4tplugyij3lxvm0qiag42kpgb9,integ_first,4,12,0,1,none,task11,4,3.8,0.2,0.052631579,2
3a6ns7swug711tmuj7tk1yk3xr4tplugyij3lxvm0qiag42kpgb9,integ_first,5,13,0,1,none,task6,180,215,35,0.162790698,1
3a6ns7swug711tmuj7tk1yk3xr4tplugyij3lxvm0qiag42kpgb9,integ_first,6,14,0,1,none,task9,5,3.2,1.8,0.5625,3
3a6ns7swug711tmuj7tk1yk3xr4tplugyij3lxvm0qiag42kpgb9,integ_first,7,15,0,1,none,task1,60,60.121,0.121,0.002012608,1
3a6ns7swug711tmuj7tk1yk3xr4tplugyij3lxvm0qiag42kpgb9,integ_first,8,16,0,1,none,task12,3,3.3,0.3,0.090909091,1
3a6ns7swug711tmuj7tk1yk3xr4tplugyij3lxvm0qiag42kpgb9,integ_first,1,1,1,0,integ,task12,3.9,3.3,0.6,0.181818182,3
3a6ns7swug711tmuj7tk1yk3xr4tplugyij3lxvm0qiag42kpgb9,integ_first,2,2,1,0,integ,task9,3.9,3.2,0.7,0.21875,3
3a6ns7swug711tmuj7tk1yk3xr4tplugyij3lxvm0qiag42kpgb9,integ_first,3,3,1,0,integ,task1,83,60.121,22.879,0.380549226,3
3a6ns7swug711tmuj7tk1yk3xr4tplugyij3lxvm0qiag42kpgb9,integ_first,4,4,1,0,integ,task7,3,2.8,0.2,0.071428571,2
3a6ns7swug711tmuj7tk1yk3xr4tplugyij3lxvm0qiag42kpgb9,integ_first,5,5,1,0,integ,task6,200,215,15,0.069767442,2
3a6ns7swug711tmuj7tk1yk3xr4tplugyij3lxvm0qiag42kpgb9,integ_first,6,6,1,0,integ,task11,2.5,3.8,1.3,0.342105263,2
3a6ns7swug711tmuj7tk1yk3xr4tplugyij3lxvm0qiag42kpgb9,integ_first,7,7,1,0,integ,task5,398,580,182,0.313793103,2
3a6ns7swug711tmuj7tk1yk3xr4tplugyij3lxvm0qiag42kpgb9,integ_first,8,8,1,0,integ,task2,176,227.429,51.429,0.226132112,3
vspitrdc7ql8nkioffgif7,integ_first,1,9,0,1,none,task7,4,2.8,1.2,0.428571429,1
vspitrdc7ql8nkioffgif7,integ_first,2,10,0,1,none,task12,3.5,3.3,0.2,0.060606061,1
vspitrdc7ql8nkioffgif7,integ_first,3,11,0,1,none,task1,30,60.121,30.121,0.501006304,1
vspitrdc7ql8nkioffgif7,integ_first,4,12,0,1,none,task9,5,3.2,1.8,0.5625,1
vspitrdc7ql8nkioffgif7,integ_first,5,13,0,1,none,task2,100,227.429,127.429,0.560302336,1
vspitrdc7ql8nkioffgif7,integ_first,6,14,0,1,none,task11,4.5,3.8,0.7,0.184210526,1
vspitrdc7ql8nkioffgif7,integ_first,7,15,0,1,none,task5,800,580,220,0.379310345,2
vspitrdc7ql8nkioffgif7,integ_first,8,16,0,1,none,task6,400,215,185,0.860465116,1
vspitrdc7ql8nkioffgif7,integ_first,1,1,1,0,integ,task5,999,580,419,0.722413793,4
vspitrdc7ql8nkioffgif7,integ_first,2,2,1,0,integ,task7,3,2.8,0.2,0.071428571,2
vspitrdc7ql8nkioffgif7,integ_first,3,3,1,0,integ,task9,5.1,3.2,1.9,0.59375,2
vspitrdc7ql8nkioffgif7,integ_first,4,4,1,0,integ,task11,4.5,3.8,0.7,0.184210526,2
vspitrdc7ql8nkioffgif7,integ_first,5,5,1,0,integ,task2,223,227.429,4.429,0.01947421,2
vspitrdc7ql8nkioffgif7,integ_first,6,6,1,0,integ,task12,3.6,3.3,0.3,0.090909091,2
vspitrdc7ql8nkioffgif7,integ_first,7,7,1,0,integ,task1,100,60.121,39.879,0.66331232,3
vspitrdc7ql8nkioffgif7,integ_first,8,8,1,0,integ,task6,215,215,0,0,2
3fwhw6jr125gcrt25fdz7d5cdib3ea2etx7vfxzd8i00hmbcsor,integ_first,1,9,0,1,none,task11,4.2,3.8,0.4,0.105263158,2
3fwhw6jr125gcrt25fdz7d5cdib3ea2etx7vfxzd8i00hmbcsor,integ_first,2,10,0,1,none,task9,6.4,3.2,3.2,1,1
3fwhw6jr125gcrt25fdz7d5cdib3ea2etx7vfxzd8i00hmbcsor,integ_first,3,11,0,1,none,task12,3.9,3.3,0.6,0.181818182,2
3fwhw6jr125gcrt25fdz7d5cdib3ea2etx7vfxzd8i00hmbcsor,integ_first,4,12,0,1,none,task1,41,60.121,19.121,0.318041949,1
3fwhw6jr125gcrt25fdz7d5cdib3ea2etx7vfxzd8i00hmbcsor,integ_first,5,13,0,1,none,task7,5.7,2.8,2.9,1.035714286,1
3fwhw6jr125gcrt25fdz7d5cdib3ea2etx7vfxzd8i00hmbcsor,integ_first,6,14,0,1,none,task5,916,580,336,0.579310345,1
3fwhw6jr125gcrt25fdz7d5cdib3ea2etx7vfxzd8i00hmbcsor,integ_first,7,15,0,1,none,task6,287,215,72,0.334883721,1
3fwhw6jr125gcrt25fdz7d5cdib3ea2etx7vfxzd8i00hmbcsor,integ_first,8,16,0,1,none,task2,93,227.429,134.429,0.591081173,1
3fwhw6jr125gcrt25fdz7d5cdib3ea2etx7vfxzd8i00hmbcsor,integ_first,1,1,1,0,integ,task9,5.4,3.2,2.2,0.6875,2
3fwhw6jr125gcrt25fdz7d5cdib3ea2etx7vfxzd8i00hmbcsor,integ_first,2,2,1,0,integ,task6,300,215,85,0.395348837,4
3fwhw6jr125gcrt25fdz7d5cdib3ea2etx7vfxzd8i00hmbcsor,integ_first,3,3,1,0,integ,task11,4.5,3.8,0.7,0.184210526,2
3fwhw6jr125gcrt25fdz7d5cdib3ea2etx7vfxzd8i00hmbcsor,integ_first,4,4,1,0,integ,task1,83,60.121,22.879,0.380549226,2
