token,order,order_within_block,order_n,reunit_d,none_d,cond,task,final_value,true_value,abs_diff,abs_diff_ratio,slide_count
av0v8f8ggzqanve2soc09,none_first,3,3,0,1,none,task12,4,3.3,0.7,0.212121212,0
av0v8f8ggzqanve2soc09,none_first,4,4,0,1,none,task2,198,227.429,29.429,0.129398626,1
av0v8f8ggzqanve2soc09,none_first,5,5,0,1,none,task5,498,580,82,0.14137931,2
av0v8f8ggzqanve2soc09,none_first,6,6,0,1,none,task6,299,215,84,0.390697674,1
av0v8f8ggzqanve2soc09,none_first,7,7,0,1,none,task7,5,2.8,2.2,0.785714286,1
av0v8f8ggzqanve2soc09,none_first,8,8,0,1,none,task9,3,3.2,0.2,0.0625,1
axwue604gfby4snj0tbeuq5mi4rn0zz4jyb88t19r0z3tprpb9,reunit_first,1,9,0,1,none,task1,50,60.121,10.121,0.16834384,1
axwue604gfby4snj0tbeuq5mi4rn0zz4jyb88t19r0z3tprpb9,reunit_first,2,10,0,1,none,task11,4.2,3.8,0.4,0.105263158,1
axwue604gfby4snj0tbeuq5mi4rn0zz4jyb88t19r0z3tprpb9,reunit_first,3,11,0,1,none,task12,2.6,3.3,0.7,0.212121212,1
axwue604gfby4snj0tbeuq5mi4rn0zz4jyb88t19r0z3tprpb9,reunit_first,4,12,0,1,none,task2,126,227.429,101.429,0.445980944,1
axwue604gfby4snj0tbeuq5mi4rn0zz4jyb88t19r0z3tprpb9,reunit_first,5,13,0,1,none,task5,375,580,205,0.353448276,1
axwue604gfby4snj0tbeuq5mi4rn0zz4jyb88t19r0z3tprpb9,reunit_first,6,14,0,1,none,task6,150,215,65,0.302325581,1
axwue604gfby4snj0tbeuq5mi4rn0zz4jyb88t19r0z3tprpb9,reunit_first,7,15,0,1,none,task7,3.6,2.8,0.8,0.285714286,1
axwue604gfby4snj0tbeuq5mi4rn0zz4jyb88t19r0z3tprpb9,reunit_first,8,16,0,1,none,task9,4.3,3.2,1.1,0.34375,1
bjfcsticq9zsim33o68eg0hpviupc1m7hplejy4jnbhep39dx6r,reunit_first,1,9,0,1,none,task1,60,60.121,0.121,0.002012608,1
bjfcsticq9zsim33o68eg0hpviupc1m7hplejy4jnbhep39dx6r,reunit_first,2,10,0,1,none,task11,4,3.8,0.2,0.052631579,2
bjfcsticq9zsim33o68eg0hpviupc1m7hplejy4jnbhep39dx6r,reunit_first,3,11,0,1,none,task12,4,3.3,0.7,0.212121212,1
bjfcsticq9zsim33o68eg0hpviupc1m7hplejy4jnbhep39dx6r,reunit_first,4,12,0,1,none,task2,254,227.429,26.571,0.116832066,1
bjfcsticq9zsim33o68eg0hpviupc1m7hplejy4jnbhep39dx6r,reunit_first,5,13,0,1,none,task5,452,580,128,0.220689655,1
bjfcsticq9zsim33o68eg0hpviupc1m7hplejy4jnbhep39dx6r,reunit_first,6,14,0,1,none,task6,190,215,25,0.11627907,2
bjfcsticq9zsim33o68eg0hpviupc1m7hplejy4jnbhep39dx6r,reunit_first,7,15,0,1,none,task7,5.8,2.8,3,1.071428571,1
bjfcsticq9zsim33o68eg0hpviupc1m7hplejy4jnbhep39dx6r,reunit_first,8,16,0,1,none,task9,5,3.2,1.8,0.5625,1
c972j3v2lwkviffbuzo57gy14i4feil2xq7096z8rcevg09vygb9,reunit_first,1,9,0,1,none,task1,17,60.121,43.121,0.717236906,1
c972j3v2lwkviffbuzo57gy14i4feil2xq7096z8rcevg09vygb9,reunit_first,2,10,0,1,none,task11,4.3,3.8,0.5,0.131578947,1
c972j3v2lwkviffbuzo57gy14i4feil2xq7096z8rcevg09vygb9,reunit_first,3,11,0,1,none,task12,3.8,3.3,0.5,0.151515152,2
c972j3v2lwkviffbuzo57gy14i4feil2xq7096z8rcevg09vygb9,reunit_first,4,12,0,1,none,task2,147,227.429,80.429,0.353644434,3
c972j3v2lwkviffbuzo57gy14i4feil2xq7096z8rcevg09vygb9,reunit_first,5,13,0,1,none,task5,812,580,232,0.4,1
c972j3v2lwkviffbuzo57gy14i4feil2xq7096z8rcevg09vygb9,reunit_first,6,14,0,1,none,task6,433,215,218,1.013953488,1
c972j3v2lwkviffbuzo57gy14i4feil2xq7096z8rcevg09vygb9,reunit_first,7,15,0,1,none,task7,3,2.8,0.2,0.071428571,1
c972j3v2lwkviffbuzo57gy14i4feil2xq7096z8rcevg09vygb9,reunit_first,8,16,0,1,none,task9,4.1,3.2,0.9,0.28125,1
d0itkhj32s4koqxe2xpsxg8pvir6rhxw5kgiu7l1otb6z7fzuxr,reunit_first,1,9,0,1,none,task1,85,60.121,24.879,0.413815472,1
d0itkhj32s4koqxe2xpsxg8pvir6rhxw5kgiu7l1otb6z7fzuxr,reunit_first,2,10,0,1,none,task11,4.5,3.8,0.7,0.184210526,1
d0itkhj32s4koqxe2xpsxg8pvir6rhxw5kgiu7l1otb6z7fzuxr,reunit_first,3,11,0,1,none,task12,3.5,3.3,0.2,0.060606061,1
d0itkhj32s4koqxe2xpsxg8pvir6rhxw5kgiu7l1otb6z7fzuxr,reunit_first,4,12,0,1,none,task2,200,227.429,27.429,0.120604672,1
d0itkhj32s4koqxe2xpsxg8pvir6rhxw5kgiu7l1otb6z7fzuxr,reunit_first,5,13,0,1,none,task5,749,580,169,0.29137931,1
d0itkhj32s4koqxe2xpsxg8pvir6rhxw5kgiu7l1otb6z7fzuxr,reunit_first,6,14,0,1,none,task6,250,215,35,0.162790698,1
d0itkhj32s4koqxe2xpsxg8pvir6rhxw5kgiu7l1otb6z7fzuxr,reunit_first,7,15,0,1,none,task7,4,2.8,1.2,0.428571429,1
d0itkhj32s4koqxe2xpsxg8pvir6rhxw5kgiu7l1otb6z7fzuxr,reunit_first,8,16,0,1,none,task9,3.5,3.2,0.3,0.09375,1
d2c5c5m3wermbtwbhvwzmpldilzohfnuedxfqvr2ibyuakmx6r,reunit_first,1,9,0,1,none,task1,30,60.121,30.121,0.501006304,1
d2c5c5m3wermbtwbhvwzmpldilzohfnuedxfqvr2ibyuakmx6r,reunit_first,2,10,0,1,none,task11,5.5,3.8,1.7,0.447368421,1
d2c5c5m3wermbtwbhvwzmpldilzohfnuedxfqvr2ibyuakmx6r,reunit_first,3,11,0,1,none,task12,3.9,3.3,0.6,0.181818182,2
d2c5c5m3wermbtwbhvwzmpldilzohfnuedxfqvr2ibyuakmx6r,reunit_first,4,12,0,1,none,task2,207,227.429,20.429,0.089825836,1
d2c5c5m3wermbtwbhvwzmpldilzohfnuedxfqvr2ibyuakmx6r,reunit_first,5,13,0,1,none,task5,386,580,194,0.334482759,2
d2c5c5m3wermbtwbhvwzmpldilzohfnuedxfqvr2ibyuakmx6r,reunit_first,6,14,0,1,none,task6,238,215,23,0.106976744,2
d2c5c5m3wermbtwbhvwzmpldilzohfnuedxfqvr2ibyuakmx6r,reunit_first,7,15,0,1,none,task7,3.6,2.8,0.8,0.285714286,1
d2c5c5m3wermbtwbhvwzmpldilzohfnuedxfqvr2ibyuakmx6r,reunit_first,8,16,0,1,none,task9,4.5,3.2,1.3,0.40625,1
duq4yl6pvamq5qzsueqo7p66r5kkvdlaoxd10lt0smbxnxnipb9,none_first,1,1,0,1,none,task1,120,60.121,59.879,0.995974784,1
duq4yl6pvamq5qzsueqo7p66r5kkvdlaoxd10lt0smbxnxnipb9,none_first,2,2,0,1,none,task11,4.6,3.8,0.8,0.210526316,1
duq4yl6pvamq5qzsueqo7p66r5kkvdlaoxd10lt0smbxnxnipb9,none_first,3,3,0,1,none,task12,2.6,3.3,0.7,0.212121212,1
duq4yl6pvamq5qzsueqo7p66r5kkvdlaoxd10lt0smbxnxnipb9,none_first,4,4,0,1,none,task2,175,227.429,52.429,0.230529088,2
duq4yl6pvamq5qzsueqo7p66r5kkvdlaoxd10lt0smbxnxnipb9,none_first,5,5,0,1,none,task5,1040,580,460,0.793103448,1
duq4yl6pvamq5qzsueqo7p66r5kkvdlaoxd10lt0smbxnxnipb9,none_first,6,6,0,1,none,task6,376,215,161,0.748837209,2
duq4yl6pvamq5qzsueqo7p66r5kkvdlaoxd10lt0smbxnxnipb9,none_first,7,7,0,1,none,task7,3.4,2.8,0.6,0.214285714,1
duq4yl6pvamq5qzsueqo7p66r5kkvdlaoxd10lt0smbxnxnipb9,none_first,8,8,0,1,none,task9,12,3.2,8.8,2.75,1
duz9wqw6afqnhl7ne1ia6s,none_first,1,1,0,1,none,task1,45,60.121,15.121,0.251509456,3
duz9wqw6afqnhl7ne1ia6s,none_first,2,2,0,1,none,task11,4,3.8,0.2,0.052631579,3
duz9wqw6afqnhl7ne1ia6s,none_first,3,3,0,1,none,task12,3.2,3.3,0.1,0.03030303,1
duz9wqw6afqnhl7ne1ia6s,none_first,4,4,0,1,none,task2,165,227.429,62.429,0.274498855,4
duz9wqw6afqnhl7ne1ia6s,none_first,5,5,0,1,none,task5,423,580,157,0.270689655,2
duz9wqw6afqnhl7ne1ia6s,none_first,6,6,0,1,none,task6,198,215,17,0.079069767,2
duz9wqw6afqnhl7ne1ia6s,none_first,7,7,0,1,none,task7,4,2.8,1.2,0.428571429,6
duz9wqw6afqnhl7ne1ia6s,none_first,8,8,0,1,none,task9,3,3.2,0.2,0.0625,1
dy8lo2j2hxtxtx6kbmn1jdcxrrmonvz2p9sh8ws6shndmcmcxr,reunit_first,1,9,0,1,none,task1,100,60.121,39.879,0.66331232,1
dy8lo2j2hxtxtx6kbmn1jdcxrrmonvz2p9sh8ws6shndmcmcxr,reunit_first,2,10,0,1,none,task11,4.5,3.8,0.7,0.184210526,1
dy8lo2j2hxtxtx6kbmn1jdcxrrmonvz2p9sh8ws6shndmcmcxr,reunit_first,3,11,0,1,none,task12,4,3.3,0.7,0.212121212,1
dy8lo2j2hxtxtx6kbmn1jdcxrrmonvz2p9sh8ws6shndmcmcxr,reunit_first,4,12,0,1,none,task2,350,227.429,122.571,0.538941824,1
dy8lo2j2hxtxtx6kbmn1jdcxrrmonvz2p9sh8ws6shndmcmcxr,reunit_first,5,13,0,1,none,task5,501,580,79,0.136206897,1
dy8lo2j2hxtxtx6kbmn1jdcxrrmonvz2p9sh8ws6shndmcmcxr,reunit_first,6,14,0,1,none,task6,300,215,85,0.395348837,1
dy8lo2j2hxtxtx6kbmn1jdcxrrmonvz2p9sh8ws6shndmcmcxr,reunit_first,7,15,0,1,none,task7,4.5,2.8,1.7,0.607142857,1
dy8lo2j2hxtxtx6kbmn1jdcxrrmonvz2p9sh8ws6shndmcmcxr,reunit_first,8,16,0,1,none,task9,3.5,3.2,0.3,0.09375,1
gyktwtdwe4v1kodtl4xqolxrx1e5ayq98j6igxtie2iysyvi,none_first,1,1,0,1,none,task1,66,60.121,5.879,0.097786131,4
gyktwtdwe4v1kodtl4xqolxrx1e5ayq98j6igxtie2iysyvi,none_first,2,2,0,1,none,task11,4,3.8,0.2,0.052631579,1
gyktwtdwe4v1kodtl4xqolxrx1e5ayq98j6igxtie2iysyvi,none_first,3,3,0,1,none,task12,2.3,3.3,1,0.303030303,1
gyktwtdwe4v1kodtl4xqolxrx1e5ayq98j6igxtie2iysyvi,none_first,4,4,0,1,none,task2,154,227.429,73.429,0.322865598,1
gyktwtdwe4v1kodtl4xqolxrx1e5ayq98j6igxtie2iysyvi,none_first,5,5,0,1,none,task5,560,580,20,0.034482759,1
gyktwtdwe4v1kodtl4xqolxrx1e5ayq98j6igxtie2iysyvi,none_first,6,6,0,1,none,task6,125,215,90,0.418604651,1
gyktwtdwe4v1kodtl4xqolxrx1e5ayq98j6igxtie2iysyvi,none_first,7,7,0,1,none,task7,3.2,2.8,0.4,0.142857143,1
gyktwtdwe4v1kodtl4xqolxrx1e5ayq98j6igxtie2iysyvi,none_first,8,8,0,1,none,task9,3.6,3.2,0.4,0.125,1
hfgm8mqek53rj96e8jqt1emifnqz82o3f77lmqpkp0elqy3nmi,reunit_first,1,9,0,1,none,task1,72,60.121,11.879,0.197584871,1
hfgm8mqek53rj96e8jqt1emifnqz82o3f77lmqpkp0elqy3nmi,reunit_first,2,10,0,1,none,task11,5,3.8,1.2,0.315789474,0
hfgm8mqek53rj96e8jqt1emifnqz82o3f77lmqpkp0elqy3nmi,reunit_first,3,11,0,1,none,task12,3.7,3.3,0.4,0.121212121,1
hfgm8mqek53rj96e8jqt1emifnqz82o3f77lmqpkp0elqy3nmi,reunit_first,4,12,0,1,none,task2,150,227.429,77.429,0.340453504,1
hfgm8mqek53rj96e8jqt1emifnqz82o3f77lmqpkp0elqy3nmi,reunit_first,5,13,0,1,none,task5,709,580,129,0.222413793,1
hfgm8mqek53rj96e8jqt1emifnqz82o3f77lmqpkp0elqy3nmi,reunit_first,6,14,0,1,none,task6,324,215,109,0.506976744,1
hfgm8mqek53rj96e8jqt1emifnqz82o3f77lmqpkp0elqy3nmi,reunit_first,7,15,0,1,none,task7,3.2,2.8,0.4,0.142857143,2
hfgm8mqek53rj96e8jqt1emifnqz82o3f77lmqpkp0elqy3nmi,reunit_first,8,16,0,1,none,task9,4.1,3.2,0.9,0.28125,1
hh3ubio65whjysu6wwrh,reunit_first,1,9,0,1,none,task1,60,60.121,0.121,0.002012608,2
hh3ubio65whjysu6wwrh,reunit_first,2,10,0,1,none,task11,4,3.8,0.2,0.052631579,1
hh3ubio65whjysu6wwrh,reunit_first,3,11,0,1,none,task12,3.6,3.3,0.3,0.090909091,1
hh3ubio65whjysu6wwrh,reunit_first,4,12,0,1,none,task2,125,227.429,102.429,0.45037792,1
hh3ubio65whjysu6wwrh,reunit_first,5,13,0,1,none,task5,501,580,79,0.136206897,1
hh3ubio65whjysu6wwrh,reunit_first,6,14,0,1,none,task6,241,215,26,0.120930233,1
hh3ubio65whjysu6wwrh,reunit_first,7,15,0,1,none,task7,3.3,2.8,0.5,0.178571429,1
hh3ubio65whjysu6wwrh,reunit_first,8,16,0,1,none,task9,2.5,3.2,0.7,0.21875,1
hkty1lfeq3ii4tsrx7fqlrf6rcemlybqh3ies9wgdgamb2tvs4i,none_first,1,1,0,1,none,task1,42,60.121,18.121,0.301408826,1
hkty1lfeq3ii4tsrx7fqlrf6rcemlybqh3ies9wgdgamb2tvs4i,none_first,2,2,0,1,none,task11,4,3.8,0.2,0.052631579,1
hkty1lfeq3ii4tsrx7fqlrf6rcemlybqh3ies9wgdgamb2tvs4i,none_first,3,3,0,1,none,task12,8,3.3,4.7,1.424242424,1
hkty1lfeq3ii4tsrx7fqlrf6rcemlybqh3ies9wgdgamb2tvs4i,none_first,4,4,0,1,none,task2,459,227.429,231.571,1.018212277,1
hkty1lfeq3ii4tsrx7fqlrf6rcemlybqh3ies9wgdgamb2tvs4i,none_first,5,5,0,1,none,task5,785,580,205,0.353448276,1
hkty1lfeq3ii4tsrx7fqlrf6rcemlybqh3ies9wgdgamb2tvs4i,none_first,6,6,0,1,none,task6,398,215,183,0.851162791,1
hkty1lfeq3ii4tsrx7fqlrf6rcemlybqh3ies9wgdgamb2tvs4i,none_first,7,7,0,1,none,task7,3,2.8,0.2,0.071428571,1
hkty1lfeq3ii4tsrx7fqlrf6rcemlybqh3ies9wgdgamb2tvs4i,none_first,8,8,0,1,none,task9,2.9,3.2,0.3,0.09375,1
ij5oi4qg1hti4k1wsu62bj4ide4rk0y8ymoowpq2t9w1att9,none_first,1,1,0,1,none,task1,30,60.121,30.121,0.501006304,1
ij5oi4qg1hti4k1wsu62bj4ide4rk0y8ymoowpq2t9w1att9,none_first,2,2,0,1,none,task11,4.4,3.8,0.6,0.157894737,1
ij5oi4qg1hti4k1wsu62bj4ide4rk0y8ymoowpq2t9w1att9,none_first,3,3,0,1,none,task12,3.5,3.3,0.2,0.060606061,1
ij5oi4qg1hti4k1wsu62bj4ide4rk0y8ymoowpq2t9w1att9,none_first,4,4,0,1,none,task2,205,227.429,22.429,0.098619789,1
ij5oi4qg1hti4k1wsu62bj4ide4rk0y8ymoowpq2t9w1att9,none_first,5,5,0,1,none,task5,800,580,220,0.379310345,1
ij5oi4qg1hti4k1wsu62bj4ide4rk0y8ymoowpq2t9w1att9,none_first,6,6,0,1,none,task6,115,215,100,0.465116279,1
ij5oi4qg1hti4k1wsu62bj4ide4rk0y8ymoowpq2t9w1att9,none_first,7,7,0,1,none,task7,3.5,2.8,0.7,0.25,1
ij5oi4qg1hti4k1wsu62bj4ide4rk0y8ymoowpq2t9w1att9,none_first,8,8,0,1,none,task9,3.5,3.2,0.3,0.09375,1
inmkz8ssmlf83pl616qch3,none_first,1,1,0,1,none,task1,72,60.121,11.879,0.197584871,2
inmkz8ssmlf83pl616qch3,none_first,2,2,0,1,none,task11,4,3.8,0.2,0.052631579,1
inmkz8ssmlf83pl616qch3,none_first,3,3,0,1,none,task12,5.3,3.3,2,0.606060606,2
inmkz8ssmlf83pl616qch3,none_first,4,4,0,1,none,task2,198,227.429,29.429,0.129398626,1
inmkz8ssmlf83pl616qch3,none_first,5,5,0,1,none,task5,318,580,262,0.451724138,3
inmkz8ssmlf83pl616qch3,none_first,6,6,0,1,none,task6,75,215,140,0.651162791,2
inmkz8ssmlf83pl616qch3,none_first,7,7,0,1,none,task7,4.1,2.8,1.3,0.464285714,1
inmkz8ssmlf83pl616qch3,none_first,8,8,0,1,none,task9,4.2,3.2,1,0.3125,4
jgj0h9sdet65be5kc1munmiedxpg18biq90ck5rc29ms4i,none_first,1,1,0,1,none,task1,67,60.121,6.879,0.114419255,1
jgj0h9sdet65be5kc1munmiedxpg18biq90ck5rc29ms4i,none_first,2,2,0,1,none,task11,3.6,3.8,0.2,0.052631579,1
jgj0h9sdet65be5kc1munmiedxpg18biq90ck5rc29ms4i,none_first,3,3,0,1,none,task12,4.2,3.3,0.9,0.272727273,1
jgj0h9sdet65be5kc1munmiedxpg18biq90ck5rc29ms4i,none_first,4,4,0,1,none,task2,226,227.429,1.429,0.00628328,1
jgj0h9sdet65be5kc1munmiedxpg18biq90ck5rc29ms4i,none_first,5,5,0,1,none,task5,722,580,142,0.244827586,1
jgj0h9sdet65be5kc1munmiedxpg18biq90ck5rc29ms4i,none_first,6,6,0,1,none,task6,246,215,31,0.144186047,1
jgj0h9sdet65be5kc1munmiedxpg18biq90ck5rc29ms4i,none_first,7,7,0,1,none,task7,3.1,2.8,0.3,0.107142857,1
jgj0h9sdet65be5kc1munmiedxpg18biq90ck5rc29ms4i,none_first,8,8,0,1,none,task9,2.9,3.2,0.3,0.09375,1
jj2y0b2k500fv9iyiig7rpb9j1sjz65mu8dibtsje5rpy14i,reunit_first,1,9,0,1,none,task1,45,60.121,15.121,0.251509456,3
jj2y0b2k500fv9iyiig7rpb9j1sjz65mu8dibtsje5rpy14i,reunit_first,2,10,0,1,none,task11,4.8,3.8,1,0.263157895,1
jj2y0b2k500fv9iyiig7rpb9j1sjz65mu8dibtsje5rpy14i,reunit_first,3,11,0,1,none,task12,3,3.3,0.3,0.090909091,1
jj2y0b2k500fv9iyiig7rpb9j1sjz65mu8dibtsje5rpy14i,reunit_first,4,12,0,1,none,task2,325,227.429,97.571,0.429017408,1
jj2y0b2k500fv9iyiig7rpb9j1sjz65mu8dibtsje5rpy14i,reunit_first,5,13,0,1,none,task5,201,580,379,0.653448276,6
jj2y0b2k500fv9iyiig7rpb9j1sjz65mu8dibtsje5rpy14i,reunit_first,6,14,0,1,none,task6,150,215,65,0.302325581,1
jj2y0b2k500fv9iyiig7rpb9j1sjz65mu8dibtsje5rpy14i,reunit_first,7,15,0,1,none,task7,7.2,2.8,4.4,1.571428571,2
jj2y0b2k500fv9iyiig7rpb9j1sjz65mu8dibtsje5rpy14i,reunit_first,8,16,0,1,none,task9,8,3.2,4.8,1.5,1
jvramyflxbok109c7wrpp,reunit_first,1,9,0,1,none,task1,40,60.121,20.121,0.334675072,1
jvramyflxbok109c7wrpp,reunit_first,2,10,0,1,none,task11,5,3.8,1.2,0.315789474,1
jvramyflxbok109c7wrpp,reunit_first,3,11,0,1,none,task12,4.5,3.3,1.2,0.363636364,1
jvramyflxbok109c7wrpp,reunit_first,4,12,0,1,none,task2,80,227.429,147.429,0.648241869,1
jvramyflxbok109c7wrpp,reunit_first,5,13,0,1,none,task5,501,580,79,0.136206897,1
jvramyflxbok109c7wrpp,reunit_first,6,14,0,1,none,task6,301,215,86,0.4,2
jvramyflxbok109c7wrpp,reunit_first,7,15,0,1,none,task7,5,2.8,2.2,0.785714286,2
jvramyflxbok109c7wrpp,reunit_first,8,16,0,1,none,task9,6,3.2,2.8,0.875,2
k3dgisylirprl9xp6uyds4imk9g7ekixxen8y3s7dw7v6lxr,reunit_first,1,9,0,1,none,task1,41,60.121,19.121,0.318041949,1
k3dgisylirprl9xp6uyds4imk9g7ekixxen8y3s7dw7v6lxr,reunit_first,2,10,0,1,none,task11,3.6,3.8,0.2,0.052631579,1
k3dgisylirprl9xp6uyds4imk9g7ekixxen8y3s7dw7v6lxr,reunit_first,3,11,0,1,none,task12,3.5,3.3,0.2,0.060606061,1
k3dgisylirprl9xp6uyds4imk9g7ekixxen8y3s7dw7v6lxr,reunit_first,4,12,0,1,none,task2,236,227.429,8.571,0.037686487,1
k3dgisylirprl9xp6uyds4imk9g7ekixxen8y3s7dw7v6lxr,reunit_first,5,13,0,1,none,task5,1045,580,465,0.801724138,1
k3dgisylirprl9xp6uyds4imk9g7ekixxen8y3s7dw7v6lxr,reunit_first,6,14,0,1,none,task6,180,215,35,0.162790698,2
k3dgisylirprl9xp6uyds4imk9g7ekixxen8y3s7dw7v6lxr,reunit_first,7,15,0,1,none,task7,4.2,2.8,1.4,0.5,1
k3dgisylirprl9xp6uyds4imk9g7ekixxen8y3s7dw7v6lxr,reunit_first,8,16,0,1,none,task9,4,3.2,0.8,0.25,1
kg48wgv7fiamu03p9kw9c,none_first,1,1,0,1,none,task1,83,60.121,22.879,0.380549226,2
kg48wgv7fiamu03p9kw9c,none_first,2,2,0,1,none,task11,4.1,3.8,0.3,0.078947368,1
kg48wgv7fiamu03p9kw9c,none_first,3,3,0,1,none,task12,4.6,3.3,1.3,0.393939394,1
kg48wgv7fiamu03p9kw9c,none_first,4,4,0,1,none,task2,277,227.429,49.571,0.217962529,1
kg48wgv7fiamu03p9kw9c,none_first,5,5,0,1,none,task5,1083,580,503,0.867241379,1
kg48wgv7fiamu03p9kw9c,none_first,6,6,0,1,none,task6,522,215,307,1.427906977,1
kg48wgv7fiamu03p9kw9c,none_first,7,7,0,1,none,task7,5.3,2.8,2.5,0.892857143,1
kg48wgv7fiamu03p9kw9c,none_first,8,8,0,1,none,task9,5.1,3.2,1.9,0.59375,1
ks5zbyard7lqyp0czkzh93sorlwleo6a11eqdejgtx0vx11yvi,none_first,1,1,0,1,none,task1,90,60.121,29.879,0.496981088,1
ks5zbyard7lqyp0czkzh93sorlwleo6a11eqdejgtx0vx11yvi,none_first,2,2,0,1,none,task11,3.5,3.8,0.3,0.078947368,1
ks5zbyard7lqyp0czkzh93sorlwleo6a11eqdejgtx0vx11yvi,none_first,3,3,0,1,none,task12,4,3.3,0.7,0.212121212,1
ks5zbyard7lqyp0czkzh93sorlwleo6a11eqdejgtx0vx11yvi,none_first,4,4,0,1,none,task2,271,227.429,43.571,0.191580669,1
ks5zbyard7lqyp0czkzh93sorlwleo6a11eqdejgtx0vx11yvi,none_first,5,5,0,1,none,task5,1018,580,438,0.755172414,1
ks5zbyard7lqyp0czkzh93sorlwleo6a11eqdejgtx0vx11yvi,none_first,6,6,0,1,none,task6,254,215,39,0.181395349,1
ks5zbyard7lqyp0czkzh93sorlwleo6a11eqdejgtx0vx11yvi,none_first,7,7,0,1,none,task7,4,2.8,1.2,0.428571429,1
ks5zbyard7lqyp0czkzh93sorlwleo6a11eqdejgtx0vx11yvi,none_first,8,8,0,1,none,task9,4,3.2,0.8,0.25,1
lngvzrx93ufiii2xifxpkg,none_first,1,1,0,1,none,task1,111,60.121,50.879,0.846276675,1
lngvzrx93ufiii2xifxpkg,none_first,2,2,0,1,none,task11,8,3.8,4.2,1.105263158,0
lngvzrx93ufiii2xifxpkg,none_first,3,3,0,1,none,task12,2.9,3.3,0.4,0.121212121,2
lngvzrx93ufiii2xifxpkg,none_first,4,4,0,1,none,task2,49,227.429,178.429,0.784548145,1
lngvzrx93ufiii2xifxpkg,none_first,5,5,0,1,none,task5,704,580,124,0.213793103,1
lngvzrx93ufiii2xifxpkg,none_first,6,6,0,1,none,task6,100,215,115,0.534883721,1
lngvzrx93ufiii2xifxpkg,none_first,7,7,0,1,none,task7,5,2.8,2.2,0.785714286,0
lngvzrx93ufiii2xifxpkg,none_first,8,8,0,1,none,task9,3,3.2,0.2,0.0625,3
o1hzx0iicduig1fg1ll3diu5wataint7rhxwkwmrqsn61or,none_first,1,1,0,1,none,task1,59,60.121,1.121,0.018645731,1
o1hzx0iicduig1fg1ll3diu5wataint7rhxwkwmrqsn61or,none_first,2,2,0,1,none,task11,4.6,3.8,0.8,0.210526316,1
o1hzx0iicduig1fg1ll3diu5wataint7rhxwkwmrqsn61or,none_first,3,3,0,1,none,task12,6.3,3.3,3,0.909090909,1
o1hzx0iicduig1fg1ll3diu5wataint7rhxwkwmrqsn61or,none_first,4,4,0,1,none,task2,369,227.429,141.571,0.62248438,1
o1hzx0iicduig1fg1ll3diu5wataint7rhxwkwmrqsn61or,none_first,5,5,0,1,none,task5,856,580,276,0.475862069,1
o1hzx0iicduig1fg1ll3diu5wataint7rhxwkwmrqsn61or,none_first,6,6,0,1,none,task6,296,215,81,0.376744186,1
o1hzx0iicduig1fg1ll3diu5wataint7rhxwkwmrqsn61or,none_first,7,7,0,1,none,task7,7.1,2.8,4.3,1.535714286,1
o1hzx0iicduig1fg1ll3diu5wataint7rhxwkwmrqsn61or,none_first,8,8,0,1,none,task9,5.5,3.2,2.3,0.71875,1
oqmogsglypgukmsp1035m,none_first,1,1,0,1,none,task1,30,60.121,30.121,0.501006304,2
oqmogsglypgukmsp1035m,none_first,2,2,0,1,none,task11,3.7,3.8,0.1,0.026315789,1
oqmogsglypgukmsp1035m,none_first,3,3,0,1,none,task12,3.1,3.3,0.2,0.060606061,1
oqmogsglypgukmsp1035m,none_first,4,4,0,1,none,task2,102,227.429,125.429,0.551508383,1
oqmogsglypgukmsp1035m,none_first,5,5,0,1,none,task5,352,580,228,0.393103448,2
oqmogsglypgukmsp1035m,none_first,6,6,0,1,none,task6,147,215,68,0.31627907,2
oqmogsglypgukmsp1035m,none_first,7,7,0,1,none,task7,3,2.8,0.2,0.071428571,1
oqmogsglypgukmsp1035m,none_first,8,8,0,1,none,task9,3.6,3.2,0.4,0.125,1
ovt0ju6wdu1ps8we8bwvzpvicwbn28lwysmcutzqa671oflxr,reunit_first,1,9,0,1,none,task1,40,60.121,20.121,0.334675072,1
ovt0ju6wdu1ps8we8bwvzpvicwbn28lwysmcutzqa671oflxr,reunit_first,2,10,0,1,none,task11,4.8,3.8,1,0.263157895,1
ovt0ju6wdu1ps8we8bwvzpvicwbn28lwysmcutzqa671oflxr,reunit_first,3,11,0,1,none,task12,3.5,3.3,0.2,0.060606061,2
ovt0ju6wdu1ps8we8bwvzpvicwbn28lwysmcutzqa671oflxr,reunit_first,4,12,0,1,none,task2,180,227.429,47.429,0.208544205,1
ovt0ju6wdu1ps8we8bwvzpvicwbn28lwysmcutzqa671oflxr,reunit_first,5,13,0,1,none,task5,550,580,30,0.051724138,1
ovt0ju6wdu1ps8we8bwvzpvicwbn28lwysmcutzqa671oflxr,reunit_first,6,14,0,1,none,task6,150,215,65,0.302325581,1
ovt0ju6wdu1ps8we8bwvzpvicwbn28lwysmcutzqa671oflxr,reunit_first,7,15,0,1,none,task7,4,2.8,1.2,0.428571429,1
ovt0ju6wdu1ps8we8bwvzpvicwbn28lwysmcutzqa671oflxr,reunit_first,8,16,0,1,none,task9,3,3.2,0.2,0.0625,1
